 AIRFOIL # =           1
*SECTION      1
-SECTION-     1   33
>----RAD------XOFF------YOFF------ROTD----CONEANGLE----                                   
    0.0000    0.0000    0.0000    0.0000    0.0000
>----X1--------Y1--------X2--------Y2--------R1-------- R2----                            
 6305.8398  -46.6216 6305.8398  -46.6216  318.7079  318.7079
 6305.9834  -45.8405 6305.9043  -47.4363  318.6576  318.8541
 6306.4419  -44.9078 6306.2354  -48.7815  318.7235  319.1958
 6307.1387  -44.1602 6306.8291  -50.0460  318.9195  319.6427
 6308.0112  -43.3666 6307.6187  -51.1121  319.1851  320.1459
 6308.9790  -42.4727 6308.5215  -51.9337  319.4747  320.6581
 6309.9502  -41.5602 6309.4448  -52.4998  319.7558  321.1325
 6311.0449  -40.4601 6310.5005  -52.9129  320.0515  321.6246
 6312.2534  -39.1805 6311.6821  -53.1093  320.3479  322.1104
 6313.5630  -37.7044 6312.9775  -53.0961  320.6319  322.5748
 6314.9585  -36.1290 6314.3750  -52.8440  320.9075  323.0013
 6316.4268  -34.4407 6315.8584  -52.3312  321.1681  323.3792
 6317.9531  -32.6640 6317.4136  -51.5271  321.4126  323.6982
 6319.5234  -30.7703 6319.0239  -50.3633  321.6356  323.9450
 6321.1250  -28.7507 6320.6729  -48.7894  321.8333  324.1100
 6322.7432  -26.6417 6322.3418  -46.7497  322.0049  324.1841
 6324.3633  -24.4465 6324.0117  -44.2202  322.1482  324.1667
 6325.9707  -22.2113 6325.6650  -41.2262  322.2655  324.0687
 6327.5522  -19.9275 6327.2842  -37.8713  322.3562  323.9135
 6329.0933  -17.6163 6328.8564  -34.2449  322.4233  323.7229
 6330.5791  -15.3082 6330.3691  -30.4056  322.4703  323.5133
 6331.9961  -12.9842 6331.8096  -26.4892  322.4990  323.3066
 6333.3296  -10.7119 6333.1650  -22.5290  322.5145  323.1110
 6334.5664   -8.5216 6334.4243  -18.7278  322.5202  322.9435
 6335.6929   -6.4403 6335.5728  -15.1918  322.5186  322.8075
 6336.6938   -4.5525 6336.5962  -12.0334  322.5123  322.7025
 6337.5566   -2.8797 6337.4795   -9.2610  322.5060  322.6254
 6338.2676   -1.4845 6338.2070   -6.9127  322.4998  322.5703
 6338.9785   -0.0468 6338.9360   -4.5280  322.4980  322.5297
 6339.6201    1.3147 6339.5942   -2.3762  322.5001  322.5062
 6340.1289    1.6702 6340.1167   -0.5588  322.5005  322.4967
 6340.4556    1.5097 6340.4526    0.6309  322.4987  322.4958
 6340.5679    1.1609 6340.5679    1.1609  322.4969  322.4969
*SECTION      1
-SECTION-     2   33
>----RAD------XOFF------YOFF------ROTD----CONEANGLE----                                   
    0.0000    0.0000    0.0000    0.0000    0.0000
>----X1--------Y1--------X2--------Y2--------R1-------- R2----                            
 6305.8364  -48.5065 6305.8364  -48.5065  331.6600  331.6600
 6305.9756  -47.6862 6305.9175  -49.3362  331.5843  331.8049
 6306.4575  -46.7396 6306.2959  -50.7132  331.5956  332.1223
 6307.2021  -45.9380 6306.9570  -52.0258  331.7066  332.5191
 6308.1382  -45.0494 6307.8306  -53.1067  331.8616  332.9444
 6309.1768  -44.0440 6308.8247  -53.9252  332.0250  333.3596
 6310.2183  -43.0032 6309.8384  -54.4558  332.1735  333.7245
 6311.3647  -41.7714 6310.9688  -54.7970  332.3090  334.0730
 6312.6050  -40.3616 6312.2061  -54.9091  332.4210  334.3832
 6313.9263  -38.8136 6313.5371  -54.7960  332.5084  334.6449
 6315.3154  -37.1620 6314.9468  -54.4365  332.5743  334.8504
 6316.7603  -35.4140 6316.4199  -53.8216  332.6228  334.9991
 6318.2471  -33.5957 6317.9409  -52.9024  332.6609  335.0880
 6319.7651  -31.6500 6319.4961  -51.6307  332.6861  335.1140
 6321.3008  -29.6234 6321.0693  -49.9663  332.7029  335.0739
 6322.8433  -27.4898 6322.6445  -47.8478  332.7068  334.9604
 6324.3789  -25.2773 6324.2075  -45.2888  332.6990  334.7801
 6325.8970  -23.0541 6325.7446  -42.3282  332.6841  334.5460
 6327.3843  -20.7865 6327.2441  -39.0070  332.6602  334.2733
 6328.8291  -18.5056 6328.6968  -35.4380  332.6309  333.9855
 6330.2192  -16.2089 6330.0908  -31.6417  332.5973  333.6941
 6331.5430  -13.9380 6331.4194  -27.7783  332.5633  333.4219
 6332.7876  -11.6921 6332.6709  -23.8618  332.5296  333.1737
 6333.9414   -9.5265 6333.8350  -20.0732  332.4991  332.9643
 6334.9927   -7.4660 6334.8989  -16.5437  332.4728  332.7982
 6335.9287   -5.6027 6335.8501  -13.3475  332.4533  332.6727
 6336.7373   -3.9335 6336.6738  -10.5941  332.4377  332.5826
 6337.4067   -2.5636 6337.3569   -8.2500  332.4286  332.5208
 6338.0767   -1.1364 6338.0410   -5.8398  332.4208  332.4702
 6338.6807    0.1975 6338.6592   -3.6030  332.4185  332.4380
 6339.1597    0.4663 6339.1499   -1.8029  332.4186  332.4231
 6339.4678    0.2960 6339.4653   -0.5885  332.4179  332.4183
 6339.5737   -0.0316 6339.5737   -0.0317  332.4176  332.4176
*SECTION      1
-SECTION-     3   33
>----RAD------XOFF------YOFF------ROTD----CONEANGLE----                                   
